category,maker_name,year,units_sold
2W,QICHENG VEHICLE (IMPORTER: AUTOICARE INNOVATION),2024,28
2W,QOOKEE TECHNOLOGIES (IMPORTER:VIKEBIKE INDIA),2024,21
2W,QUANTUM ENERGY LTD.,2024,3178
3W,R3 ENTERPRISES,2024,276
3W,RACCOON MOTORS PVT LTD,2024,9
3W,RACHANACREATIONS AUTO PVT LTD,2024,10
3W,RAFTAAR ELECTRIC GREEN VEHICLES PVT LTD,2024,12
3W,RAHUL AGRO EXPORTS PVT LTD,2024,42
3W,RAJ AUTOMOTIVE,2024,52
3W,RAJESH STEEL AND WIRE INDUSTRIES,2024,2
3W,RAMA INDUSTRIES,2024,18
3W,RAMON INDUSTRIES,2024,45
3W,RANA ENGINEER WORKS,2024,564
3W,RASANDIK ENGINEERING INDUSTRIES INDIA LTD,2024,150
3W,RASIWASIA RASAYAN PVT LTD,2024,4
3W,RAVI METAL WORKS,2024,452
3W,RAYON ENGINEERS,2024,990
3W,RCJ AUTO FORGE PVT LTD,2024,530
3W,RDS INDUSTRIES,2024,110
3W,REDDY AUTOMOTIVE PVT LTD,2024,4
3W,REEP INDUSTRIES PVT LTD,2024,759
3W,REFLEX CONTROL SYSTEM PVT .LTD,2024,42
2W,REGENERATION E BIKES,2024,6
3W,REPUBLIC MOTORS,2024,143
2W,REVOLT INTELLICORP PVT LTD,2024,4650
2W,RGM BUSINESS PLUS PVT LTD,2024,176
3W,RIBAND ELECTRIC PVT LTD,2024,223
3W,RICHFORD ALLIANZ PVT LTD,2024,162
2W,RIVER MOBILITY PVT LTD,2024,1134
3W,RIYA ENTERPRISE,2024,5
3W,ROANSOME MOTORS,2024,65
3W,ROARLEO MOTOR PVT LTD,2024,180
LMV,ROLLS ROYCE,2024,1
LMV,ROLLS ROYCE MOTOR (IMPORTER: KUN MOTOR),2024,3
LMV,ROLLS-ROYCE MOTOR CARS(IMPORTER:SELECT CARS P LTD),2024,2
2W,ROWWET MOBILITY PVT LTD,2024,260
3W,ROYCE EV PVT LTD,2024,246
3W,RP MOTORS,2024,107
3W,RUTBA PRODUCT PVT LTD,2024,405
3W,S AND J INDUSTRIES,2024,44
3W,S B TRADERS,2024,83
3W,S S GLOBAL,2024,26
3W,SAERA ELECTRIC AUTO PVT LTD,2024,16408
3W,SAGAR FABRICATIONS,2024,17
3W,SAHNIANAND E VEHICLES PVT LTD,2024,5074
2W,SAI SAMEER POWER ELECTRIC VEHICLES PVT LTD,2024,7
3W,SAIFIAN SOLAR PVT LTD,2024,29
3W,SAINIK CYCLE MART,2024,11
3W,SAKSHAM TECH AUTOMOBILES,2024,65
3W,SAKSHAM TRADING COMPANY,2024,97
3W,SAMEER ENGINEERING,2024,21
3W,SAMRAT ELECTRIC VEHICLE,2024,386
3W,SARAVANA ENGINEERING WORKS,2024,4
3W,SATHI MOTORS ELECTRIC VEHICLE PVT LTD,2024,2169
2W,SBTEK E MOTO PVT LTD,2024,8
3W,SCOOTERS INDIA LTD,2024,1
3W,SEALION AUTOMOBILE PVT LTD,2024,13
2W,SEEKA E MOTORS PVT LTD,2024,12
3W,SEN AND PANDIT VOLTAGE CONTROL PVT LTD,2024,37
3W,SETH INDUSTRIAL CORPORATION,2024,700
3W,SF2 E VEHICLE PVT LTD,2024,14
3W,SGLLINE MOTORS PVT LTD,2024,23
3W,SHAILENDRA AUTOS PVT LTD,2024,91
3W,SHAKTI AUTO GREEN,2024,522
3W,SHALYA AUTO SALES PVT LTD,2024,360
3W,SHAMMI ELECTRONICS,2024,21
2W,SHEMA E- VEHCILE & SOLAR PVT LTD,2024,1568
3W,SHIGAN EVOLTZ LTD,2024,145
3W,SHINE METAL UDYOG PVT LTD (UNIT- II),2024,138
3W,SHINME ELECTRICAL VEHICLE PVT LTD,2024,72
3W,SHIV ENTERPRISES,2024,72
3W,SHIV OM INDIA,2024,151
3W,SHIVA ENTERPRISES,2024,65
3W,SHIVGANGA ECOGREEN LLP,2024,35
3W,SHREE MARUTI NANDAN BUSINESSS (P) LTD,2024,98
3W,SHREYA ENGINEERS,2024,3
3W,SHRI BARSANA E-VEHICLES PVT LTD,2024,3224
3W,SHRI NAMO ELECTRIC AUTOMOTIVE,2024,395
3W,SHRIRAJ ELECTRIC VEHICLES,2024,1240
3W,SHUBHAM MANUFACTURER,2024,13
2W,SIMPLEENERGY PVT LTD,2024,568
3W,SINGH AUTOMOBILES,2024,322
3W,SINGHAL ENTERPRISES,2024,63
3W,SIRF INDIA VEHICLES PVT LTD,2024,53
3W,SITYOG ENGINEERING PVT LTD,2024,2
3W,SIWACH STEEL PVT LTD,2024,8
3W,SIX SENSES AUTOMOTIVE PVT LTD,2024,33
3W,SKS TRADE INDIA PVT LTD,2024,5687
LMV,SKS TRADE INDIA PVT LTD,2024,1
3W,SKYRIDE AUTOMOTIVE,2024,14
3W,SKYY RIDER ELECTRIC PRIVATE LIMITED,2024,143
2W,SMAP VEHICLES (IMPORTER: ELEGO MOTORS),2024,2
3W,SMART ELECTRO MOTORS,2024,44
3W,SN SOLAR ENERGY,2024,244
2W,SOKUDO ELECTRIC INDIA PVT LTD,2024,232
3W,SONI E VEHICLE PVT LTD,2024,22
3W,SPEED AUTO TECH,2024,20
3W,SPEEDWAYS ELECTRIC,2024,2
3W,SPEEGO VEHICLES CO PVT LTD,2024,2228
3W,SRD RENEWABLES,2024,941
3W,SSB INDISTRIES,2024,1021
3W,SSEV ENTERPRISES PRIVATE LIMITED,2024,620
3W,SSV TECHNOLOGIES,2024,1
3W,STAR BULL E MOTORS,2024,1133
3W,STAR IGLOBAL AUTOMOTIVE PVT LTD,2024,315
3W,STAR INDUSTRIES,2024,47
3W,SUDHRAJ ELECTRIC MOBILITY PVT. LTD.,2024,223
2W,SUMEC CO LTD (IMPORTER: ROUTE & MARS EV LLP),2024,1
3W,SUMFONL AUTO TRADERS PVT LTD,2024,162
3W,SUN AUTO,2024,2
3W,SUN INDUSTRIES,2024,207
3W,SUNANDA GREENTECH PVT LTD,2024,112
3W,SUNARIYA MOTORS PVT LTD,2024,31
3W,SUNSHINE TECHNOLOGIES,2024,7
3W,SUNULTRA POWER SOLUTIONS PVT LTD,2024,52
3W,SUPER METRO INDUSTRIES,2024,538
3W,SUPER POWER MOTORS,2024,107
2W,SUPERECO AUTOMOTIVE CO,2024,15
3W,SUPERECO AUTOMOTIVE CO,2024,71
3W,SUPERTECH EV LIMITED,2024,1390
LMV,SUPERTECH EV LIMITED,2024,1
3W,SUPREME SALES AGENCY,2024,50
3W,SUPREME SMART POWER PVT LTD,2024,219
3W,SUPROVA ENTERPRISE,2024,3
3W,SURYA INTERNATIONAL,2024,13
3W,SVS ENTERPRISES,2024,17
3W,SWARNCHAKRA AUTOMOBILES PVT LTD,2024,4
3W,SWASTIK,2024,1
LMV,SWITCH MOBILITY AUTOMOTIVE LTD,2024,84
3W,SYNDICATE AUTO COMPONENTS,2024,51
3W,T U K INDUSTRIES,2024,1948
3W,TAO POWER PRIVATE LIMITED,2024,3
3W,TARA MAA MACHINERY,2024,54
3W,TATA MOTORS LTD,2024,1
LMV,TATA MOTORS LTD,2024,3076
MMV,TATA MOTORS LTD,2024,5
LMV,TATA MOTORS PASSENGER VEHICLES LTD,2024,490
LMV,TATA PASSENGER ELECTRIC MOBILITY LTD,2024,35830
3W,TAURUS ELECTRIC VEHICLES,2024,170
3W,TERRA MOTORS INDIA PVT LTD,2024,4959
3W,THE COMMERCIAL MOTORS LIMITED,2024,4
3W,THE COMMERCIAL MOTORS PVT LTD,2024,10
2W,THUKRAL ELECTRIC BIKES PVT LTD,2024,8
3W,THUKRAL ELECTRIC BIKES PVT LTD,2024,3924
3W,TI CLEAN MOBILITY PVT LTD,2024,3139
3W,TOP TEAM MACHINES PVT LTD,2024,809
2W,TORK MOTORS PVT LTD,2024,931
3W,TRINITY ELECTRIC VEHICLES PVT LTD,2024,120
3W,TRISHIKA INDUSTRIES,2024,422
3W,TRUPART AUTOMOTIVE INDIA PVT LTD,2024,1
3W,TRUZ INDUSTRIES,2024,4
3W,TSM ENGINEERING PVT LTD,2024,227
3W,TSR TRADE COM,2024,9
3W,TUFAN MOTORS PVT LTD,2024,460
2W,TUNWAL E MOTORS PVT LTD,2024,16
2W,TVS MOTOR COMPANY LTD,2024,98516
3W,TVS MOTOR COMPANY LTD,2024,99
3W,TWASHTRE AUTOMOTIVE PVT LTD,2024,6
3W,TWINKLE TRADCOM PVT LTD,2024,449
3W,TWO FRIENDS AUTO ELECTRIC CO,2024,2002
2W,TYST DRIVE INDIA PVT LTD,2024,6
3W,U.P. TELELINKS LIMITED,2024,1760
2W,ULTRAVIOLETTE AUTOMOTIVE PVT LTD,2024,69
3W,UMA  AUTO INDUSTRIES PVT. LTD,2024,50
3W,UMA MOTORS,2024,125
3W,UNIQUE AUTO ELECTRIC,2024,874
3W,UNIQUE ENTERPRISES,2024,2132
3W,UNIQUE INTERNATIONAL,2024,8121
3W,UNITED TRANSMOVERS PVT LTD,2024,194
3W,URWASHI ENTERPRISES,2024,208
3W,USHASONS AUTO COMPONENTS,2024,17
3W,V.V.A.AUTO INDUSTRIES PVT.LTD,2024,3
3W,VAHAK FUTURE SOLUTIONS LLP,2024,89
3W,VANI ELECTRIC VEHICLES PVT LTD,2024,4577
LMV,VE COMMERCIAL VEHICLES LTD,2024,27
3W,VEANCO AUTOMOTIVES PVT LTD,2024,3
3W,VEECTERO E VEHICLES LLP,2024,59
MMV,VEERA VAHANA UDYOG PRIVATE LIMITED,2024,8
3W,VENUS AUTO WHEELS PVT LTD,2024,204
3W,VICTORIA E VEHICLES PVT. LTD,2024,2
3W,VICTORY ELECTRIC INTERNATIONAL,2024,1402
3W,VIJAYA ELECTRIC AUTO PVT LTD,2024,138
3W,VIJAYS COOLMAX PRIVATE LIMITED,2024,3091
3W,VIJAYSHREE AUTOCOM LIMITED,2024,142
3W,VIJEX STEEL FABRICATION,2024,22
3W,VIMAL UNIVERSAL TRADE PVT LTD,2024,704
3W,VINCI INDUSTRIAL CORPORATION,2024,37
2W,VINTAGE VEHICLES,2024,1
3W,VISHAL ENTERPRISES,2024,20
3W,VISHALA E-VEHICLES INDUSTRIES PRIVATE LIMITED,2024,22
3W,VISHWAKARMA GNG INDUSTRY,2024,162
3W,VISHWARUP ENTERPRISE,2024,2
3W,VITAN JAGADA AUTOMOBILE PVT LTD,2024,2
LMV,VOLVO AUTO INDIA PVT LTD,2024,317
3W,VORC MOTORS PVT LTD,2024,3
3W,VRINDA ENTERPRISES,2024,847
3W,VSL INDUSTRIES,2024,1
2W,WARDWIZARD INNOVATIONS & MOBILITY LIMITED,2024,7166
3W,WARDWIZARD INNOVATIONS & MOBILITY LIMITED,2024,18
LMV,WARDWIZARD INNOVATIONS & MOBILITY LIMITED,2024,2
2W,WARIVO MOTOR INDIA PVT LTD,2024,23
3W,WASAN E-MOBILITY SOLUTIONS PVT LTD,2024,20
3W,WELKIN HEALTHCARE PVT LTD,2024,29
2W,WHITE CARBON MOTORS PVT LTD,2024,20
3W,WOX COOLERS PVT LTD,2024,2
2W,WUXI DONGMA (IMPORTER: DYNAM PRECISION),2024,6
2W,WUXI JIYAYI (IMPORTER: IZANAU ELECTRIC LLP),2024,64
2W,WUXI MAYA (IMPORTER: DYNAMO ELECTRIC P. LTD.),2024,63
2W,WUXI NOOMA (IMPORTER: KKL HITECH EV),2024,1
2W,WUXI NOOMA (IMPORTER: SMARTNK  ELECTRIC VEHICLE),2024,4
2W,WUXI SAIGE (IMPORTER: DM GREEN ENERGY),2024,21
3W,WUXI SAIGE (IMPORTER: DM GREEN ENERGY),2024,4
2W,WUXI SAIGE (IMPORTER: ELECTRO-TECH),2024,9
2W,WUXI SAIGE (IMPORTER: E-VISHWA ELECTOBIKE),2024,4
2W,WUXI SAIGE (IMPORTER: NGAGE IMPEX),2024,11
2W,WUXI SAIGE (IMPORTER: WARIVO MOTOR),2024,282
2W,WUXI SAIGE (IMPORTER: ZELIO AUTO PVT.LTD.),2024,22
2W,WUXI SAIGE ELECTRIC (IMPORTER: DELTA AUTOCORP LLP),2024,109
2W,WUXI SAIGE ELECTRIC (IMPORTER: GLORIOUS DIGITAL),2024,3
2W,WUXI SHENGBAO (IMPORTER:ELECTRIC ONE ENERGY),2024,45
2W,WUXI SHENGBAO (IMPORTER:SHEMA E-VEHICLE),2024,48
2W,WUXI TENGHUI (IMPORTER: BOHRE ELECTRIC),2024,6
2W,WUXI TENGHUI (IMPORTER: FEZORA INDIA),2024,16
2W,WUXI TENGHUI (IMPORTER: FLYCON MOTORS),2024,157
2W,WUXI TENGHUI (IMPORTER: FRANKLIN EV INDIA),2024,10
2W,WUXI TENGHUI (IMPORTER: HOP ELECTRIC MOBILITY),2024,168
2W,WUXI TENGHUI (IMPORTER: JAIDKA POWER),2024,1
2W,WUXI TENGHUI (IMPORTER: JOZHI SERVICES),2024,36
2W,WUXI TENGHUI (IMPORTER: RADHA MOBILITIES LLP),2024,7
2W,WUXI TENGHUI (IMPORTER: REMARK ELECTRIC),2024,4
2W,WUXI TENGHUI (IMPORTER: SEEKA E MOTORS),2024,167
2W,WUXI TENGHUI INTERNATIONAL (IMPORTER: FEZORA),2024,18
2W,WUXI TENGHUI INTERNATIONAL (IMPORTER: FRANKLIN EV),2024,12
2W,WUXI TOURWE (IMPORTER: GOREEN E-MOBILITY),2024,102
3W,YAARI AUTOMOBILES PVT LTD,2024,79
2W,YANGGUANG LINGMU (IMPORTER: DAWNGATE BUSINESS),2024,1
2W,YANGGUANG LINGMU (IMPORTER: ECOINDIA),2024,1
2W,YANGGUANG LINGMU (IMPORTER: FLYCON MOTORS),2024,96
2W,YANGGUANG LINGMU (IMPORTER: REMARK ELECTRIC),2024,13
2W,YANGGUANG LINGMU (IMPORTER: XWLS ELECTRIC),2024,13
3W,YC ELECTRIC VEHICLE,2024,23892
2W,YOUYAKU ELECTRIC (IMPORTER: HOUSTAN INNOVATION),2024,109
2W,YOUYAKU ELECTRIC (IMPORTER: SASDAL ENTERPRISES),2024,101
2W,YOUYAKU ELECTRIC (IMPORTER: SHEMA E-VEHICLE),2024,3
2W,YOUYAKU ELECTRIC (IMPORTER: SMOBILITY EV),2024,36
2W,YOUYAKU ELECTRIC (IMPORTER: TVISI ELECTRIC),2024,11
2W,YOUYAKU ELECTRIC (IMPORTER:IME VEHICLES PVT LTD),2024,232
2W,YOUYAKU ELECTRIC (IMPORTER:KRISHIKA EV INDIA),2024,23
2W,YOUYAKU ELECTRIC (IMPORTER:NEWTRON ELECTRIC),2024,67
2W,YOUYAKU ELECTRIC (IMPORTER:ONZO EV),2024,37
2W,ZAP (HK) (IMPORTER: IZANAU ELECTRIC),2024,48
2W,ZAP (IMPORTER:ELLYSIUM AUTOMOTIVES PVT LTD),2024,7
3W,ZENIAK INNOVATION INDIA LTD,2024,2626
3W,ZENTHIUM EV PVT LTD,2024,612
3W,ZEOPLUS AXIS INDIA PVT. LTD.,2024,3578
3W,ZERO 21 RENEWABLE ENERGY SOLUTIONS PVT LTD,2024,55
3W,ZESAR MOTORS PVT LTD,2024,19
2W,ZHEJIANG LUYUAN (IMPORTER: DYNAM EV TECH),2024,9
2W,ZHEJIANG TIANYING  (IMPORTER: NEWTRON ELECTRIC),2024,6
2W,ZHONGHUALONG (IMPORTER: POWORO PVT LTD),2024,54
2W,ZHONGXING (IMPORTER:GREENO AUTOMOBILE),2024,5
3W,ZOHAN TRADERS AND BIG METRO,2024,74
